Vehicle ID,Timestamp,Latitude,Longitude,Heading,Pattern ID,Route,Destination,Distance,Delay
1261,20240420 07:30,41.89459991455078,-87.6202621459961,2,18415,3,95th Red Line,618,false
1250,20240420 07:29,41.87239292689732,-87.624267578125,177,18415,3,95th Red Line,11401,false
7945,20240420 07:30,41.801662576609644,-87.61619567871094,172,18415,3,95th Red Line,38594,false
7911,20240420 07:29,41.76548767089844,-87.61527252197266,178,18415,3,95th Red Line,51816,false
8544,20240420 07:44,41.74237396467978,-87.61466911657533,358,18414,3,Michigan/Chicago,10572,false
1442,20240420 07:45,41.78185696755686,-87.61566162109375,359,18414,3,Michigan/Chicago,25048,false
1243,20240420 07:45,41.82892383512903,-87.61698913574219,359,18414,3,Michigan/Chicago,42289,false
1227,20240420 07:44,41.86002858479818,-87.6240005493164,2,18414,3,Michigan/Chicago,55054,false
8565,20240420 07:44,41.89515598003681,-87.6241839482234,357,18414,3,Michigan/Chicago,67940,false
1297,20240420 07:44,41.893874969482425,-87.61987030029297,178,18415,3,95th Red Line,0,false
1261,20240420 07:45,41.88343097317603,-87.62452697753906,175,18415,3,95th Red Line,7364,false
1250,20240420 07:44,41.831334855821396,-87.6173095703125,181,18415,3,95th Red Line,27743,false
7945,20240420 07:45,41.753093061776,-87.61502075195312,178,18415,3,95th Red Line,56336,false
7911,20240420 07:44,41.72153773206345,-87.62060043659616,184,18415,3,95th Red Line,69580,false
7911,20240420 07:59,41.72087860107422,-87.62371826171875,1,18414,3,Michigan/Chicago,0,false
7963,20240420 07:59,41.73450293907752,-87.61444825392503,358,18414,3,Michigan/Chicago,7703,false
8544,20240420 07:59,41.78712606430054,-87.61570739746094,358,18414,3,Michigan/Chicago,26975,false
1442,20240420 07:59,41.829494607859644,-87.61700097445784,359,18414,3,Michigan/Chicago,42497,false
1243,20240420 07:59,41.86397838592529,-87.6240234375,4,18414,3,Michigan/Chicago,56494,false
1227,20240420 08:00,41.88455290360884,-87.62438201904297,357,18414,3,Michigan/Chicago,64105,false
1297,20240420 08:00,41.87960234555331,-87.62444305419922,180,18415,3,95th Red Line,8764,false
1261,20240420 08:00,41.852782249450684,-87.62172508239746,87,18415,3,95th Red Line,19160,false
1250,20240420 07:59,41.78411081102159,-87.61580756858542,177,18415,3,95th Red Line,45002,false
7945,20240420 07:59,41.732352815825365,-87.61446380615234,179,18415,3,95th Red Line,63911,false
7945,20240420 08:14,41.72058166666667,-87.62361333333334,359,18414,3,Michigan/Chicago,0,false
1217,20240420 08:14,41.72087860107422,-87.62371826171875,2,18414,3,Michigan/Chicago,204,false
7911,20240420 08:14,41.75259780883789,-87.61490631103516,359,18414,3,Michigan/Chicago,14313,false
7963,20240420 08:14,41.77836141046488,-87.61535630136166,358,18414,3,Michigan/Chicago,23748,false
8544,20240420 08:14,41.82713508605957,-87.616943359375,0,18414,3,Michigan/Chicago,41636,false
1442,20240420 08:14,41.86065101623535,-87.62395572662354,357,18414,3,Michigan/Chicago,55280,false
1243,20240420 08:15,41.891526794433595,-87.62406332833426,3,18414,3,Michigan/Chicago,66661,false
1227,20240420 08:14,41.89387924194336,-87.61987091064454,176,18415,3,95th Red Line,0,false
8565,20240420 08:14,41.884976878310695,-87.62457275390625,177,18415,3,95th Red Line,6799,false
1297,20240420 08:14,41.851051330566406,-87.61908721923828,181,18415,3,95th Red Line,20442,false
1261,20240420 08:14,41.80232259962294,-87.61625911571362,170,18415,3,95th Red Line,38351,false
1250,20240420 08:14,41.73663244442064,-87.61457824707031,180,18415,3,95th Red Line,62355,false
1250,20240420 08:29,41.720411666666664,-87.62364166666667,0,18414,3,Michigan/Chicago,0,false
7945,20240420 08:30,41.72180938720703,-87.61593627929688,88,18414,3,Michigan/Chicago,2591,false
1217,20240420 08:30,41.76548697731712,-87.61517091230913,359,18414,3,Michigan/Chicago,19030,false
7911,20240420 08:30,41.79610859264027,-87.61597442626953,359,18414,3,Michigan/Chicago,30280,false
